rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
67,doi:10.1016/j.robot.2008.07.002,Goal state optimization algorithm considering computational resource constraints and uncertainty in task execution time,2009,Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2008.07.002,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.3390/biomimetics10090577,DT-HRL: Mastering Long-Sequence Manipulation with Reimagined Hierarchical Reinforcement Learning,2025,Biomimetics,https://doi.org/10.3390/biomimetics10090577,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
69,doi:10.1109/icara60736.2024.10552916,Extending Reward-based Hierarchical Task Network Planning to Partially Observable Environments,2024,"2024 10th International Conference on Automation, Robotics and Applications (ICARA)",https://doi.org/10.1109/icara60736.2024.10552916,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.1145/3729343,VLATest: Testing and Evaluating Vision-Language-Action Models for Robotic Manipulation,2025,Proceedings of the ACM on Software Engineering,https://doi.org/10.1145/3729343,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.15607/rss.2005.i.029,Robot Planning in Partially Observable Continuous Domains,2005,Robotics: Science and Systems I,https://doi.org/10.15607/rss.2005.i.029,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.1109/robot.2010.5509770,HTN robot planning in partially observable dynamic environments,2010,2010 IEEE International Conference on Robotics and Automation,https://doi.org/10.1109/robot.2010.5509770,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.5555/2906831.2906844,Initiative in Robot Assistance during Collaborative Task Execution,2016,Human-Robot Interaction,https://doi.org/10.5555/2906831.2906844,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.1115/dscc2020-3271,Constrained Control of Input Delayed Systems With Partially Compensated Input Delays,2020,Volume 1: Adaptive/Intelligent Sys. Control; Driver Assistance/Autonomous Tech.; Control Design Methods; Nonlinear Control; Robotics; Assistive/Rehabilitation Devices; Biomedical/Neural Systems; Building Energy Systems; Connected Vehicle Systems; Control/Estimation of Energy Systems; Control Apps.; Smart Buildings/Microgrids; Education; Human-Robot Systems; Soft Mechatronics/Robotic Components/Systems; Energy/Power Systems; Energy Storage; Estimation/Identification; Vehicle Efficiency/Emissions,https://doi.org/10.1115/dscc2020-3271,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
75,doi:10.1109/icra.2014.6907335,Learning from demonstrations with partially observable task parameters,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra.2014.6907335,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
76,arxiv:2606.10025v1,GHOST: Hierarchical Sub-Goal Policies for Generalizing Robot Manipulation,2026,arXiv,http://arxiv.org/abs/2606.10025v1,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.3233/jifs-169337,Robot path planning algorithm based on partially observable Markov,2017,Journal of Intelligent & Fuzzy Systems,https://doi.org/10.3233/jifs-169337,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
78,doi:10.1167/16.12.19,Differential cortical responses to salience during perception and goal-directed action,2016,Journal of Vision,https://doi.org/10.1167/16.12.19,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
79,arxiv:2511.05397v1,EveryDayVLA: A Vision-Language-Action Model for Affordable Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2511.05397v1,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.3389/fnhum.2022.984053,"Mapping relational links between motor imagery, action observation, action-related language, and action execution",2022,Frontiers in Human Neuroscience,https://doi.org/10.3389/fnhum.2022.984053,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.1371/journal.pone.0060060,Modulations of EEG Beta Power during Planning and Execution of Grasping Movements,2013,PLoS ONE,https://doi.org/10.1371/journal.pone.0060060,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
82,doi:10.21203/rs.3.rs-2856026/v1,Model-free Motion Planning of Autonomous Agents for Complex Tasks in Partially Observable Environments,,,https://doi.org/10.21203/rs.3.rs-2856026/v1,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
83,title:learning hierarchical partially observable markov decision process models for robot navigation,Learning Hierarchical Partially Observable Markov Decision Process Models for Robot Navigation,2001,,https://openalex.org/W2148160361,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.1609/aaai.v40i22.38919,MP1: MeanFlow Tames Policy Learning in 1-step for Robotic Manipulation,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i22.38919,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
85,doi:10.3389/frobt.2026.1771992,A platform for investigating prompt framing as interface parameters in foundation models for robotics,2026,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2026.1771992,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.1177/0278364918774135,Simultaneous task allocation and planning for temporal logic goals in heterogeneous multi-robot systems,2018,The International Journal of Robotics Research,https://doi.org/10.1177/0278364918774135,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.1109/icra48891.2023.10160545,Learning Neuro-symbolic Programs for Language Guided Robot Manipulation,2022,arXiv,http://arxiv.org/abs/2211.06652v2,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.1080/01691864.2015.1070106,"Modeling, analysis and compensation of disturbances during task execution of a wheeled inverted pendulum type assistant robot using a unified controller",2015,Advanced Robotics,https://doi.org/10.1080/01691864.2015.1070106,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
89,arxiv:2401.17214v1,Multi-FLEX: An Automatic Task Sequence Execution Framework to Enable Reactive Motion Planning for Multi-Robot Applications,2024,arXiv,http://arxiv.org/abs/2401.17214v1,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
90,arxiv:2603.28545v1,ManipArena: Comprehensive Real-world Evaluation of Reasoning-Oriented Generalist Robot Manipulation,2026,arXiv,http://arxiv.org/abs/2603.28545v1,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
91,arxiv:2601.15197v7,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,2026,arXiv,http://arxiv.org/abs/2601.15197v7,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
92,doi:10.3390/act10100268,Multi-Agent Distributed Deep Deterministic Policy Gradient for Partially Observable Tracking,2021,Actuators,https://doi.org/10.3390/act10100268,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
93,arxiv:2512.19178v1,Vision-Language-Policy Model for Dynamic Robot Task Planning,2025,arXiv,http://arxiv.org/abs/2512.19178v1,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
94,doi:10.48550/arxiv.2101.04882,Asymmetric self-play for automatic goal discovery in robotic manipulation,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2101.04882,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
95,doi:10.4236/jmf.2015.51001,Optimal Execution in Illiquid Market with the Absence of Price Manipulation,2015,Journal of Mathematical Finance,https://doi.org/10.4236/jmf.2015.51001,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
96,doi:10.1109/icra48891.2023.10160678,Probabilistic Planning with Partially Ordered Preferences over Temporal Goals,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra48891.2023.10160678,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
97,doi:10.1142/s0129065721500283,A Neurorobotic Embodiment for Exploring the Dynamical Interactions of a Spiking Cerebellar Model and a Robot Arm During Vision-Based Manipulation Tasks,2022,International Journal of Neural Systems,https://doi.org/10.1142/s0129065721500283,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
98,doi:10.1038/s42256-025-01045-3,"A process-centric manipulation taxonomy for the organization, classification and synthesis of tactile robot skills",2025,Nature Machine Intelligence,https://doi.org/10.1038/s42256-025-01045-3,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
99,doi:10.1155/2021/5519033,Reinforcement Learning-Based Autonomous Navigation and Obstacle Avoidance for USVs under Partially Observable Conditions,2021,Mathematical Problems in Engineering,https://doi.org/10.1155/2021/5519033,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
100,doi:10.3390/drones10060412,Vision–Language–Action (VLA) Models for Unmanned Aerial Robotics and Bimanual Manipulation: A Review,2026,Drones,https://doi.org/10.3390/drones10060412,Addresses partially observable manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Disappearing goal manipulation keeps action-critical alternatives explicit until a physical observation collapses them.
